OXA-652	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-479	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
DfrB9	This folate-pathway resistance determinant is commonly found in class 1 integrons and on multi-resistance plasmids in Enterobacterales. It is frequently described in food-borne pathogens such as Salmonella and Shiga-toxin–producing or commensal E. coli from food animals and retail meats.
ADC-138	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
CMY-75	This AmpC beta-lactamase gene is frequently found on plasmids that can move between Enterobacterales, sometimes within integrons or IS-associated contexts. It is often discussed in food-associated E. coli and Salmonella (including poultry- or retail-meat linked isolates) as well as in human infections.
SHV-31	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-97	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
APH(3')-VIIIa	This aminoglycoside resistance determinant is commonly carried on plasmids or within integrons, and transposon- or IS-mediated mobility is often described for its genetic neighborhood. It has been reported in food-borne pathogens (notably Salmonella and E. coli from meat, poultry, or produce-associated investigations) as well as in clinical isolates.
TEM-245	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
blaR1	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
Erm(43)	This macrolide-lincosamide-streptogramin resistance determinant is often located on plasmids or conjugative elements, with transposons or insertion sequences commonly reported in the surrounding genetic context. It is described in food-associated Gram-positive bacteria and zoonotic/food-borne pathogens (for example, enterococci and streptococci) as well as in clinical isolates. Canadian studies have reported related resistant lineages in both human and animal or retail-food sampling, indicating potential cross-reservoir transmission.
MCR-3.3	This colistin-resistance gene is frequently carried on transferable Enterobacterales plasmids, often alongside insertion sequences that help it mobilize between strains. It has been reported from food-related settings (especially E. coli and Salmonella from meat or retail foods) in multiple countries, and Canadian surveillance studies have also detected it in clinical and/or agri-food isolates.
KPC-106	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
KPC-90	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-843	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
IMP-93	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
APH(6)-Id	This aminoglycoside resistance determinant is commonly carried on plasmids or within integrons, and transposon- or IS-mediated mobility is often described for its genetic neighborhood. It has been reported in food-borne pathogens (notably Salmonella and E. coli from meat, poultry, or produce-associated investigations) as well as in clinical isolates.
OXA-993	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
SHV-150	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-949	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-937	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
TEM-234	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
KPC-203	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
TEM-121	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-1049	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
MCR-1.33	This colistin-resistance gene is frequently carried on transferable Enterobacterales plasmids, often alongside insertion sequences that help it mobilize between strains. It has been reported from food-related settings (especially E. coli and Salmonella from meat or retail foods) in multiple countries, and Canadian surveillance studies have also detected it in clinical and/or agri-food isolates.
TEM-153	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
KPC-147	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
NDM-11	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
VIM-39	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
TEM-118	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
OXA-176	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
CTX-M-96	This ESBL gene is commonly plasmid-borne in Enterobacterales, with mobile elements such as ISEcp1 or IS26 often implicated in its movement. It is repeatedly described in food-borne and food-associated bacteria (notably E. coli and Salmonella) as well as in human infections, suggesting exchange between reservoirs.
ErmE	This macrolide-lincosamide-streptogramin resistance determinant is often located on plasmids or conjugative elements, with transposons or insertion sequences commonly reported in the surrounding genetic context. It is described in food-associated Gram-positive bacteria and zoonotic/food-borne pathogens (for example, enterococci and streptococci) as well as in clinical isolates. Canadian studies have reported related resistant lineages in both human and animal or retail-food sampling, indicating potential cross-reservoir transmission.
OXA-815	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
IMP-77	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
AAC(6')-Ib-cr9	This fluoroquinolone resistance determinant is often linked to transferable plasmids and may co-occur with other resistance genes in integron-rich regions. It is reported in food-associated Enterobacterales (including poultry- or beef-linked E. coli and Salmonella) and in human clinical infections, indicating movement between reservoirs.
OXA-486	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
KPC-236	This beta-lactamase determinant is commonly associated with transferable plasmids in Gram-negative bacteria, and many reports describe it embedded in transposons or integron-linked regions that facilitate spread. It has been documented in Enterobacterales that include food-borne pathogens and food-associated commensals, supporting a role for the food chain as a reservoir or conduit. Canadian case series and surveillance reports have described related isolates carrying this determinant in healthcare and, in some instances, agri-food contexts.
AAC(2')-IIa	This aminoglycoside resistance determinant is commonly carried on plasmids or within integrons, and transposon- or IS-mediated mobility is often described for its genetic neighborhood. It has been reported in food-borne pathogens (notably Salmonella and E. coli from meat, poultry, or produce-associated investigations) as well as in clinical isolates.
