QnrB1	QnrB1 is a common qnr variant that spread widely in Enterobacter and Klebsiella species via diverse plasmids and integron-associated regions. It is frequently found in clinical isolates with other resistance genes, making it an important contributor to multidrug resistance epidemiology. QnrB1 decreases susceptibility to ciprofloxacin, levofloxacin, and other fluoroquinolones and helps enable stepwise acquisition of high-level resistance.
QnrS1	QnrS1 is a globally prevalent plasmid-mediated quinolone resistance gene that provides low-level protection of DNA gyrase and topoisomerase IV. It is found in Escherichia coli, Salmonella, and other Enterobacterales from humans, animals, and food systems, and it can facilitate stepwise selection of higher-level resistance. QnrS1 decreases susceptibility to fluoroquinolones such as ciprofloxacin and levofloxacin and can contribute to nalidixic acid resistance.
AAC(6')-Ib	AAC(6')-Ib is a widely distributed aminoglycoside acetyltransferase that has long been reported in Enterobacterales and is often carried on integrons and plasmids. It is common in hospital-associated multidrug-resistant strains and frequently coexists with ESBL or carbapenemase genes. AAC(6')-Ib reduces activity of several aminoglycosides, notably amikacin, tobramycin, and kanamycin (effects on gentamicin can vary by variant).
AAC(6')-Ib-cr1	AAC(6')-Ib-cr is a fluoroquinolone-modifying variant of AAC(6')-Ib that was recognized in the 2000s and has since disseminated on common plasmids. It is frequently linked to extended-spectrum beta-lactamase producing Enterobacterales in both community and healthcare settings, including successful Escherichia coli lineages. The enzyme reduces susceptibility to aminoglycosides such as amikacin and can also lower activity of ciprofloxacin and norfloxacin, making fluoroquinolone treatment less reliable.
aadA	aadA genes encode aminoglycoside adenyltransferases that became well known as integron cassettes in Gram-negative bacteria from clinical and agricultural settings. They are widely disseminated through class 1 integrons, enabling rapid spread across Enterobacterales and environmental reservoirs. aadA primarily confers resistance to streptomycin and spectinomycin.
aadA2	aadA2 is a common aminoglycoside adenyltransferase cassette that spreads through class 1 integrons in Gram-negative bacteria. It is widely reported in Escherichia coli and Salmonella from clinical, animal, and environmental sources and is often co-selected with sulfonamide and beta-lactam resistance carried on the same elements. aadA2 primarily confers resistance to streptomycin and spectinomycin.
APH(3')-IIIa	APH(3')-IIIa is an aminoglycoside phosphotransferase classically associated with enterococci and staphylococci and commonly carried on transposons and plasmids. It is frequent in hospital isolates, especially where aminoglycosides have been used for synergy in serious Gram-positive infections. APH(3')-IIIa confers resistance to kanamycin and related aminoglycosides (often including neomycin) and can reduce the activity of other agents in this class depending on host context.
ANT(2'')-Ia	ANT(2'')-Ia is an aminoglycoside nucleotidyltransferase widely reported in Gram-negative pathogens, including Pseudomonas and Enterobacterales, often as part of integron-linked resistance regions. It appears in hospital settings and in multidrug-resistant lineages where aminoglycoside exposure provides strong selection. ANT(2'')-Ia reduces activity of gentamicin and tobramycin and can affect other aminoglycosides depending on the resistance background.
armA	armA encodes a 16S rRNA methyltransferase that was first described in Enterobacterales and quickly recognized for causing very high-level aminoglycoside resistance. It has spread globally on plasmids, frequently alongside ESBLs and carbapenemases, and is associated with difficult-to-treat outbreaks. armA confers broad resistance to most clinically important aminoglycosides, including amikacin, gentamicin, and tobramycin.
sul1	sul1 encodes an altered dihydropteroate synthase and became a hallmark of class 1 integrons that disseminated widely in Gram-negative bacteria. It is common in clinical, wastewater, and agricultural surveillance and persists because it is often linked to other selected resistance genes. sul1 primarily confers resistance to sulfonamides such as sulfamethoxazole.
sul2	sul2 is a plasmid-associated sulfonamide resistance gene that has been widespread for decades in Enterobacterales from humans and animals. It often co-occurs with tetracycline and aminoglycoside resistance genes on broad-host-range plasmids, supporting global dissemination. sul2 mainly impacts sulfonamides including sulfamethoxazole and can undermine trimethoprim–sulfamethoxazole when paired with a dfr gene.
dfrA1	dfrA1 encodes a trimethoprim-resistant dihydrofolate reductase and is commonly carried as an integron cassette in Gram-negative bacteria. It is prevalent in both community and hospital isolates and is frequently linked to sul genes, reflecting co-selection by trimethoprim–sulfonamide use. dfrA1 confers resistance to trimethoprim and reduces the effectiveness of trimethoprim–sulfamethoxazole regimens when combined with sulfonamide resistance.
dfrA5	dfrA5 is another integron-associated trimethoprim resistance cassette that has been reported in diverse Enterobacterales worldwide. Its distribution is shaped by integron mobility and by co-selection on multidrug resistance regions in clinical and agricultural settings. dfrA5 primarily confers resistance to trimethoprim and contributes to failure of trimethoprim–sulfamethoxazole when paired with sul genes.
catA1	catA1 encodes a chloramphenicol acetyltransferase that was characterized early as a plasmid-borne mechanism of chloramphenicol resistance. It remains common in Enterobacterales from humans and animals, often persisting on legacy plasmids even where chloramphenicol use has declined. catA1 confers resistance to chloramphenicol and can also reduce susceptibility to related phenicols in some backgrounds.
floR	floR is a phenicol efflux gene that became prominent in animal-associated bacteria and then moved into human-associated Enterobacterales via plasmids and integrons. It is frequently detected in Salmonella and Escherichia coli from food production chains, consistent with selection from florfenicol and related phenicol use. floR confers resistance to florfenicol and typically also to chloramphenicol.
FosA3	FosA3 is a plasmid-mediated glutathione transferase that inactivates fosfomycin and has been increasingly reported since the 2000s, especially in ESBL-producing Enterobacterales. It is common in parts of Asia and has spread internationally on multidrug plasmids, sometimes alongside CTX-M enzymes. FosA3 compromises fosfomycin, including oral fosfomycin used for urinary tract infections.
cfrA	cfr-family genes encode rRNA methyltransferases that were first recognized in staphylococci from animal reservoirs and later found in human pathogens on transferable plasmids. They are concerning because they can spread silently with other resistance genes and reduce options for treating serious Gram-positive infections. cfrA confers resistance across multiple classes including phenicols, lincosamides, oxazolidinones (e.g., linezolid), pleuromutilins, and streptogramin A.
optrA	optrA was described in enterococci as a transferable ABC-F protection mechanism and rapidly detected in multiple countries in both clinical and agricultural isolates. It is often plasmid-borne and can circulate in Enterococcus faecalis and Enterococcus faecium, raising concern for linezolid stewardship. optrA reduces susceptibility to oxazolidinones such as linezolid and tedizolid and can also impact phenicols like chloramphenicol and florfenicol.
poxtA	poxtA is a more recently described transferable ABC-F resistance gene reported in enterococci and staphylococci, frequently on plasmids with other resistance markers. Its detection in both human and animal sources suggests cross-sector transmission and selection by use of multiple drug classes. poxtA can reduce activity of oxazolidinones (including linezolid), phenicols, and, in some contexts, tetracyclines.
PER-1	PER-1 is an ESBL that was first reported in the 1990s and became notable in Pseudomonas aeruginosa and Acinetobacter species as well as Enterobacterales. It has been associated with hospital outbreaks in several regions and often resides on mobile elements that aid spread. PER-1 compromises extended-spectrum cephalosporins such as ceftazidime and cefotaxime and reduces activity of aztreonam and many penicillins.
VEB-1	VEB-1 is an ESBL originally described in the late 1990s/early 2000s and has been reported in Pseudomonas, Acinetobacter, and Enterobacterales, often within integrons. It is associated with healthcare-associated transmission and can appear in multidrug-resistant outbreak strains. VEB-1 decreases susceptibility to third-generation cephalosporins (especially ceftazidime) and affects aztreonam and other beta-lactams.
GES-5	GES-family enzymes began as ESBLs, and certain variants such as GES-5 evolved carbapenemase activity, expanding clinical impact in the 2000s. GES-5 has been reported internationally, including in Enterobacterales and Pseudomonas, often on integron-bearing plasmids that enable rapid dissemination. GES-5 compromises extended-spectrum cephalosporins and can reduce carbapenem activity, with the exact profile depending on host permeability and co-resistance.
OXA-237	OXA-237 is a class D carbapenemase variant first described in Acinetobacter baumannii and later implicated in clonal hospital transmission events. Although less common than OXA-23, it can cause outbreaks when introduced into high-risk Acinetobacter baumannii lineages and may be missed without targeted molecular testing. OXA-237 reduces susceptibility to carbapenems such as imipenem and meropenem and contributes to broad beta-lactam resistance in these backgrounds.
DHA-7	DHA-7 is a plasmid-mediated AmpC beta-lactamase variant reported in Enterobacterales surveillance studies and occasionally highlighted as an emerging or newly detected enzyme in specific regions. Its epidemiology is shaped by plasmid spread and cephalosporin selection, often in settings with high rates of multidrug-resistant Enterobacter cloacae complex or related organisms. DHA-7 decreases susceptibility to cephamycins and many broad-spectrum cephalosporins and can undermine beta-lactam/beta-lactamase inhibitor therapies.
AAC(3)-IIa	AAC(3)-IIa is an aminoglycoside acetyltransferase common in Gram-negative bacteria and often found on plasmids and transposons. It is encountered in clinical Enterobacterales and can contribute to multidrug resistance when combined with beta-lactamases and quinolone resistance determinants. AAC(3)-IIa primarily compromises gentamicin and related aminoglycosides and may reduce tobramycin activity depending on the strain.
AAC(6')-IIa	AAC(6')-IIa is an aminoglycoside acetyltransferase reported in a range of Gram-negative pathogens and often associated with mobile genetic elements. It can be selected in hospital environments where aminoglycosides are used and commonly co-occurs with other resistance genes. AAC(6')-IIa reduces activity of aminoglycosides such as tobramycin, amikacin, and kanamycin, with the exact phenotype influenced by background mechanisms.
msrA	msrA encodes an ABC-F type ribosomal protection protein and has been a long-recognized mechanism of macrolide resistance in staphylococci. It is common in community staphylococcal isolates and can spread via plasmids, often alongside other resistance determinants. msrA mainly affects 14- and 15-membered macrolides such as erythromycin and azithromycin, while clindamycin typically remains active unless an erm gene is present.
mef(E)	mef(E) encodes a macrolide efflux pump that became prominent in Streptococcus pneumoniae and related streptococci as macrolide use increased. It is widely distributed in respiratory pathogens and contributes to the global burden of macrolide-nonsusceptible pneumococci. mef(E) primarily confers resistance to macrolides like erythromycin and azithromycin but does not usually cause clindamycin resistance on its own.
lnuB	lnuB encodes a lincosamide nucleotidyltransferase that has been reported in staphylococci and streptococci on plasmids and transposons. It is detected in both human and animal isolates, consistent with co-selection in settings where lincosamides are used. lnuB specifically compromises lincosamides such as clindamycin while typically leaving macrolide susceptibility determined by other genes.
